id	category	name	description	xref	provided_by	synonym	iri	object	predicate	relation	same_as	subject	subsets
MONDO:0009773	biolink:Disease												
MONDO:0005530	biolink:Disease												
MONDO:0013378	biolink:Disease												
MONDO:0019019	biolink:Disease												
MONDO:0008147	biolink:Disease												
MONDO:0009804	biolink:Disease												
MONDO:0043731	biolink:Disease												
MONDO:0006966	biolink:Disease												
MONDO:0010134	biolink:Disease												
MONDO:0009869	biolink:Disease												
MONDO:0005917	biolink:Disease												
MONDO:0002037	biolink:Disease												
MONDO:0015926	biolink:Disease												
MONDO:0021003	biolink:Disease												
MONDO:0019127	biolink:Disease												
MONDO:0008003	biolink:Disease												
MONDO:0016810	biolink:Disease												
MONDO:0005193	biolink:Disease												
MONDO:0008318	biolink:Disease												
MONDO:0008494	biolink:Disease												
MONDO:0009945	biolink:Disease												
MONDO:0002165	biolink:Disease												
MONDO:0024327	biolink:Disease												
MONDO:0008375	biolink:Disease												
MONDO:0008380	biolink:Disease												
MONDO:0013224	biolink:Disease												
MONDO:0019188	biolink:Disease												
MONDO:0005055	biolink:Disease												
MONDO:0009145	biolink:Disease												
MONDO:0000355	biolink:Disease												
MONDO:0019562	biolink:Disease												
MONDO:0017838	biolink:Disease												
MONDO:0001881	biolink:Disease												
MONDO:0015461	biolink:Disease												
MONDO:0010030	biolink:Disease												
MONDO:0024361	biolink:Disease												
MONDO:0008438	biolink:Disease												
MONDO:0010767	biolink:Disease												
MONDO:0019350	biolink:Disease												
MONDO:0012981	biolink:Disease												
MONDO:0020688	biolink:Disease												
MONDO:0004842	biolink:Disease												
MONDO:0009492	biolink:Disease												
MONDO:0019037	biolink:Disease												
MONDO:0021002	biolink:Disease												
MONDO:0008931	biolink:Disease												
MONDO:0010132	biolink:Disease												
MONDO:0007881	biolink:Disease												
MONDO:0043839	biolink:Disease												
MONDO:0002715	biolink:Disease												
MONDO:0008638	biolink:Disease												
MONDO:0005399	biolink:Disease												
MONDO:0002643	biolink:Disease												
MONDO:0007016	biolink:Disease												
MONDO:0008661	biolink:Disease												
MONDO:0009192	biolink:Disease												
CHEBI:36018	biolink:ChemicalSubstance												
MONDO:0015626	biolink:Disease												
MONDO:0011717	biolink:Disease												
CHEBI:186256	biolink:ChemicalSubstance												
MONDO:0015340	biolink:Disease												
CHEBI:78600	biolink:ChemicalSubstance												
MONDO:0000193	biolink:Disease												
MONDO:0009025	biolink:Disease												
MONDO:0024575	biolink:Disease												
CHEBI:28667	biolink:ChemicalSubstance												
MONDO:0007089	biolink:Disease												
MONDO:0011743	biolink:Disease												
MONDO:0001612	biolink:Disease												
MONDO:0012725	biolink:Disease												
MONDO:0011285	biolink:Disease												
MONDO:0018020	biolink:Disease												
MONDO:0005314	biolink:Disease												
MONDO:0019186	biolink:Disease												
MONDO:0010017	biolink:Disease												
CHEBI:176744	biolink:ChemicalSubstance												
MONDO:0004846	biolink:Disease												
MONDO:0004647	biolink:Disease												
MONDO:0005356	biolink:Disease												
MONDO:0005412	biolink:Disease												
MONDO:0005338	biolink:Disease												
MONDO:0024664	biolink:Disease												
MONDO:0006807	biolink:Disease												
MONDO:0005288	biolink:Disease												
MONDO:0005058	biolink:Disease												
MONDO:0004844	biolink:Disease												
MONDO:0004095	biolink:Disease												
MONDO:0001913	biolink:Disease												
MONDO:0001370	biolink:Disease												
MONDO:0000088	biolink:Disease												
MONDO:0002134	biolink:Disease												
MONDO:0005306	biolink:Disease												
MONDO:0006679	biolink:Disease												
CHEBI:81599	biolink:ChemicalSubstance												
CHEBI:77713	biolink:ChemicalSubstance												
MONDO:0018910	biolink:Disease												
MONDO:0019210	biolink:Disease												
MONDO:0005277	biolink:Disease												
