orig_node	entity_uri
Coprobacter fastidiosus	NCBITaxon:1099853
Rhinovirus	NCBITaxon:12059
Stramenopiles	NCBITaxon:33634
Synechococcus	NCBITaxon:1129
Byssochlamys	NCBITaxon:5092
Helotiales	NCBITaxon:5178
Pusillimonas	NCBITaxon:305976
Desemzia	NCBITaxon:82800
Symbiobacterium	NCBITaxon:2733
Tepidimicrobium	NCBITaxon:285105
Thermovum	NCBITaxon:449972
Ureibacillus	NCBITaxon:160795
Halocella	NCBITaxon:46466
Tepidanaerobacter	NCBITaxon:499228
Prevotella amnii	NCBITaxon:419005
Prevotella buccalis	NCBITaxon:28127
Variovorax guangxiensis	NCBITaxon:1775474
Caudovirales	NCBITaxon:28883
Shuttleworthia satelles	NCBITaxon:177972
Mycoplasma salivarium	NCBITaxon:2124
Circoviridae	NCBITaxon:39724
Cronobacter muytjensii	NCBITaxon:413501
Filobasidium floriforme	NCBITaxon:5210
Coniochaeta velutina	NCBITaxon:177201
Didymella	NCBITaxon:55170
Bacillus megaterium	NCBITaxon:1404
Buchnera aphidicola	NCBITaxon:9
Candidatus Azobacteroides	NCBITaxon:511434
Candidatus Azobacteroides pseudotrichonymphae	NCBITaxon:511435
Halobacillus mangrovi	NCBITaxon:402384
Wenyingzhuangia fucanilytica	NCBITaxon:1790137
Brucella	NCBITaxon:234
Capnocytophaga canimorsus	NCBITaxon:28188
Cellulosimicrobium	NCBITaxon:157920
Lutibacter	NCBITaxon:358023
Scardovia inopinata	NCBITaxon:78259
Torulaspora delbrueckii	NCBITaxon:4950
Actinomyces lingnae	NCBITaxon:114702
Porphyromonas pasteri	NCBITaxon:1583331
Lactobacillus casei	NCBITaxon:1582
Lactobacillus parafarraginis	NCBITaxon:390842
Comamonas testosteroni	NCBITaxon:285
Pseudomonas pseudoalcaligenes	NCBITaxon:301
Burkholderiaceae	NCBITaxon:119060
Staphylococcus warneri	NCBITaxon:1292
Cryptobacterium curtum	NCBITaxon:84163
Eubacterium infirmum	NCBITaxon:56774
Blastocystis	NCBITaxon:12967
Sclerotiniaceae	NCBITaxon:28983
Thermus	NCBITaxon:270
Lactobacillus sanfranciscensis	NCBITaxon:1625
Desulfovibrio longreachensis	NCBITaxon:29505
Porphyromonas uenonis	NCBITaxon:281920
Desulfovibrio vietnamensis	NCBITaxon:201571
Lachnospira multipara	NCBITaxon:28051
Mucor fuscus	NCBITaxon:708069
Tepidimonas	NCBITaxon:114248
Corynebacterium simulans	NCBITaxon:146827
Pseudomonas veronii	NCBITaxon:76761
Acinetobacter lwoffii	NCBITaxon:28090
Acinetobacter johnsonii	NCBITaxon:40214
Eggerthellaceae	NCBITaxon:1643826
Parabacteroides johnsonii	NCBITaxon:387661
Phocea massiliensis	NCBITaxon:1841867
Starmerella etchellii	NCBITaxon:45547
Hannaella luteola	NCBITaxon:1198485
Trametes	NCBITaxon:5324
Hanseniaspora uvarum	NCBITaxon:29833
Alternaria tamaricis	NCBITaxon:1232605
Cladosporium halotolerans	NCBITaxon:1052096
Filobasidium stepposum	NCBITaxon:350811
Cystofilobasidium macerans	NCBITaxon:89926
Penicillium expansum	NCBITaxon:27334
Solibacillus	NCBITaxon:648800
Pilibacter	NCBITaxon:337670
Lutispora	NCBITaxon:667112
Proteiniclasticum	NCBITaxon:1155385
Thermodesulfobium	NCBITaxon:227388
Cutibacterium	NCBITaxon:1912216
Corynebacterium striatum	NCBITaxon:43770
Ruminococcus gauvreauii	NCBITaxon:438033
Patescibacteria	NCBITaxon:1783273
Trichoderma	NCBITaxon:5543
Microascaceae	NCBITaxon:5593
Bionectriaceae	NCBITaxon:103887
Glomerellales	NCBITaxon:1028384
Scedosporium	NCBITaxon:41687
Cephalotrichum	NCBITaxon:1658452
Aspergillaceae	NCBITaxon:1131492
Purpureocillium	NCBITaxon:1052105
Hypocreaceae	NCBITaxon:5129
Rhodococcus erythropolis	NCBITaxon:1833
Erwinia mallotivora	NCBITaxon:69222
Staphylococcus hominis	NCBITaxon:1290
Rhizophagus	NCBITaxon:1129544
Ramularia collo-cygni	NCBITaxon:112498
Candidatus Methanomethylophilus alvus	NCBITaxon:1291540
Cyanothece	NCBITaxon:43988
Solobacterium moorei	NCBITaxon:102148
Orthobunyavirus	NCBITaxon:11572
Inovirus	NCBITaxon:10861
Tunalikevirus	NCBITaxon:187217
Fromanvirus	NCBITaxon:186764
Phikzvirus	NCBITaxon:680115
Betabaculovirus	NCBITaxon:558017
Zindervirus	NCBITaxon:542837
Moineauvirus	NCBITaxon:1623304
Punavirus	NCBITaxon:186789
Lambdavirus	NCBITaxon:186765
Ceduovirus	NCBITaxon:186532
Muvirus	NCBITaxon:186777
Twortvirus	NCBITaxon:1857846
Gammasphaerolipovirus	NCBITaxon:1714270
Circovirus	NCBITaxon:39725
Okubovirus	NCBITaxon:1857845
Cytomegalovirus	NCBITaxon:10358
Uetekavirus	NCBITaxon:542960
Ravinvirus	NCBITaxon:308911
Phikmvvirus	NCBITaxon:477967
Cyprinivirus	NCBITaxon:692606
Lymphocryptovirus	NCBITaxon:10375
Clostridium celatum	NCBITaxon:36834
Streptococcus sobrinus	NCBITaxon:1310
Haemophilus aegyptius	NCBITaxon:197575
Xylaria	NCBITaxon:37991
Ramularia	NCBITaxon:112497
Kluyvera ascorbata	NCBITaxon:51288
Bacteroides nordii	NCBITaxon:291645
Mycosphaerella	NCBITaxon:41254
Ganoderma	NCBITaxon:5314
Exidia	NCBITaxon:5218
Pilatoporus	NCBITaxon:103856
Engyodontium	NCBITaxon:73873
Eggerthella sinensis	NCBITaxon:242230
Fournierella	NCBITaxon:1940255
Desulfohalobium	NCBITaxon:45662
Pseudocitrobacter	NCBITaxon:1504576
Youngiibacter	NCBITaxon:1408818
Carboxydothermus	NCBITaxon:129957
Hwanghaeicola	NCBITaxon:1400058
Constrictibacter	NCBITaxon:1076933
Nitriliruptor	NCBITaxon:596499
Dichelobacter	NCBITaxon:869
Hydrogenoanaerobacterium	NCBITaxon:596767
Human herpesvirus 6	NCBITaxon:10368
Mycoplasma pneumoniae	NCBITaxon:2104
Pseudomonas putida	NCBITaxon:303
Amphritea	NCBITaxon:515417
Candidatus saccharibacteria bacterium	NCBITaxon:2026720
Anaerococcus hydrogenalis	NCBITaxon:33029
Gemella asaccharolytica	NCBITaxon:502393
Veillonella montpellierensis	NCBITaxon:187328
Eubacterium cellulosolvens	NCBITaxon:29322
Sneathia amnii	NCBITaxon:187101
Anaerococcus prevotii	NCBITaxon:33034
Streptococcus lutetiensis	NCBITaxon:150055
Lactobacillus helveticus	NCBITaxon:1587
Lactobacillus amylolyticus	NCBITaxon:83683
Lactobacillus acetotolerans	NCBITaxon:1600
Anaerococcus degenerii	NCBITaxon:361500
Keratinibaculum paraultunense	NCBITaxon:1278232
Delftia tsuruhatensis	NCBITaxon:180282
Oscillibacter valericigenes	NCBITaxon:351091
Leuconostoc holzapfelii	NCBITaxon:434464
Leuconostoc citreum	NCBITaxon:33964
Butyrivibrio crossotus	NCBITaxon:45851
Terrisporobacter	NCBITaxon:1505652
Staphylococcus xylosus	NCBITaxon:1288
Lactobacillus oris	NCBITaxon:1632
Alkaliphilus oremlandii	NCBITaxon:461876
Cronobacter sakazaki	NCBITaxon:28141
Clostridium sartagoforme	NCBITaxon:84031
Bacteroides barnesiae	NCBITaxon:376804
Lysinibacillus boronitolerans	NCBITaxon:309788
Oerskovia	NCBITaxon:162491
Planococcus	NCBITaxon:1372
Ramlibacter	NCBITaxon:174951
Neorhizobium	NCBITaxon:1525371
Citrobacter koseri	NCBITaxon:545
Lactobacillus antri	NCBITaxon:227943
Faecalitalea	NCBITaxon:1573534
Fusarium	NCBITaxon:5506
Salinivibrio	NCBITaxon:51366
Thermomonas	NCBITaxon:141948
Cohaesibacter	NCBITaxon:655352
Tenacibaculum	NCBITaxon:104267
Methylophaga	NCBITaxon:40222
Mycobacterium vaccae	NCBITaxon:1810
Pseudoclavibacter bifida	NCBITaxon:272239
Lactobacillus zeae	NCBITaxon:57037
Prevotella marshii	NCBITaxon:189722
Bacteroides sartorii	NCBITaxon:671267
Prevotella corporis	NCBITaxon:28128
Nigrospora oryzae	NCBITaxon:335854
Microdochium	NCBITaxon:67608
Aureobasidium pullulans	NCBITaxon:5580
Ophiosphaerella	NCBITaxon:33174
Aspergillus sydowii	NCBITaxon:75750
Sistotremastrum suecicum	NCBITaxon:467971
Papiliotrema flavescens	NCBITaxon:214993
Rhynchogastrema tunnelae	NCBITaxon:1255125
Sistotrema brinkmannii	NCBITaxon:139132
Toxicocladosporium strelitziae	NCBITaxon:1196441
Clostridium paraputrificum	NCBITaxon:29363
Cellulosilyticum ruminicola	NCBITaxon:425254
Coprobacter	NCBITaxon:1348911
Verticillium	NCBITaxon:264599
Dialister succinatiphilus	NCBITaxon:487173
Sporomusa	NCBITaxon:2375
Mycobacteriaceae	NCBITaxon:1762
Methanobacteriaceae	NCBITaxon:2159
Phenylobacterium	NCBITaxon:20
Oribacterium parvum	NCBITaxon:1501329
Veillonella rogosae	NCBITaxon:423477
Neisseria bacilliformis	NCBITaxon:267212
Oceanivirga	NCBITaxon:1824856
Peptoanaerobacter	NCBITaxon:1913599
Pseudomonas viridiflava	NCBITaxon:33069
Vagococcus	NCBITaxon:2737
Acinetobacter guillouiae	NCBITaxon:106649
Anaerotruncus colihominis	NCBITaxon:169435
Anaerofustis stercorihominis	NCBITaxon:214853
Candida sake	NCBITaxon:39397
Bacillus fumarioli	NCBITaxon:105229
Victivallaceae	NCBITaxon:255528
Cutibacterium acnes	NCBITaxon:1747
Serratia marcescens	NCBITaxon:615
Candida auris	NCBITaxon:498019
Aspergillus flavus	NCBITaxon:5059
Aspergillus niger	NCBITaxon:5061
Catabacter	NCBITaxon:270497
Kineothrix	NCBITaxon:2163168
Hungatella effluvii 	NCBITaxon:1096246
Bacteroides fluxus	NCBITaxon:626930
Coprobacter secundus	NCBITaxon:1501392
Absiella innocuum	NCBITaxon:not_found
Escherichia-Shigella	NCBITaxon:1940338
