tax_id	carbon_substrates
552061	alanine, alanine, dextrin, fructose, galactose, gluconic acid, glucosamine, glucose, glutamate, glycerol, maltose, mannitol, mannose, ornithine, serine, sucrose, thymidine, trehalose, Tween 20, uridine
379075	2-ketogluconate, cellobiose, galactose, glucose, glycogen, Tween 20, Tween 40, Tween 80, xylose
398037	fucose, glucose, histidine, maltose, mannose, melibiose, N-acetylgulcosamine, proline, rhamnose, salicin
286802	fructose, glucose, glycerol, maltose, mannitol, sorbitol, sucrose, trehalose, Tween 20, Tween 40, Tween 60, Tween 80
286804	glycerol, mannitol, sorbitol
442733	alanine, alaninamide, alanine, alpha-cyclodextrin, alpha-ketovaleric acid, asparagine, aspartate, dextrin, glutamate, leucine, maltose, proline, serine, succinate, threonine, Tween 40, Tween 80
442733	alanine, alaninamide, alanine, alpha-cyclodextrin, alpha-ketovaleric acid, asparagine, aspartate, dextrin, glutamate, leucine, maltose, proline, serine, succinate, threonine, Tween 40, Tween 80
1078050	acetate
416586	arabinose, cellobiose, gelatin, glucose, lactose, mannose, melibiose, raffinose, salicin, sucrose, trehalose
481181	acetate, malate, mannose, succinate
556530	cellobiose, fructose, galactose, glucose, glycogen, lactose, maltose, mannose, N-acetylgulcosamine, sucrose, trehalose, xylose
556530	cellobiose, fructose, galactose, glucose, glycogen, lactose, maltose, mannose, N-acetylgulcosamine, sucrose, trehalose, xylose
247333	acetate, cellobiose, fructose, galactose, gelatin, glucose, glycerol, mannitol, mannose, sorbitol, sucrose, trehalose, Tween 80
1078471	2,3-butanediol, alaninamide, alpha-ketovaleric acid, arabinose, dextrin, fructose, gluconic acid, glucose, glycerol, glycogen, inosine, maltose, mannose, methyl beta-D-glucoside, pyruvate, pyruvic acid methyl ester, raffinose, ribose, sorbitol, succinate, sucrose, thymidine, trehalose, Tween 40, Tween 80, uridine
1078471	2-ketogluconate, 3-hydroxybutyrate, arabinose, dextrin, fructose, gluconic acid, glucose, glycerol, glycogen, inosine, lactate, malate, maltose, mannose, pyruvate, raffinose, ribose, sorbitol, succinate, sucrose, thymidine, trehalose, Tween 40, Tween 80, uridine
1078471	2,3-butanediol, alaninamide, alpha-ketovaleric acid, arabinose, dextrin, fructose, gluconic acid, glucose, glycerol, glycogen, inosine, lactate, malate, maltose, mannose, pyruvate, pyruvic acid methyl ester, raffinose, ribose, sorbitol, succinate, sucrose, thymidine, trehalose, Tween 40, Tween 80, uridine
1078471	alaninamide, alpha-ketovaleric acid, arabinose, dextrin, fructose, gluconic acid, glucose, glycerol, glycogen, inosine, maltose, mannose, methyl beta-D-glucoside, pyruvate, pyruvic acid methyl ester, raffinose, ribose, sorbitol, succinate, sucrose, thymidine, trehalose, Tween 40, Tween 80, uridine
47917	arabinose, citrate, dextrin, fructose, galactose, glucose, glycerol, maltose, mannitol, mannose, melibiose, ornithine, pyruvate, raffinose, sorbitol, trehalose, xylose
47917	arabinose, citrate, fructose, galactose, glucose, glycerol, maltose, mannitol, mannose, melibiose, raffinose, sorbitol, trehalose, xylose
458197	adonitol, alanine, alanine, arabinose, arabitol, arginine, citrate, dextrin, fructose, fucose, galactose, gelatin, glucose, histidine, hyrdoxyproline, lactate, lactose, maltose, mannitol, mannose, melibiose, myo-inositol, ornithine, proline, raffinose, ribose, salicin, serine, sorbitol, succinate, sucrose, tryptophan, Tween 20, Tween 80, xylitol, xylose
300181	acetate, adonitol, alanine, alanine, arginine, histidine, hyrdoxyproline, melibiose, ornithine, phenylalanine, proline, serine, sorbitol, succinate, threonine, xylose
322505	melibiose
311789	cellobiose
1028752	glucose, lactate, malate, maltose, N-acetylgulcosamine, succinate
23	2-aminethanol, 2,3-butanediol, acetate, asparagine, glucose, lactate, methyl beta-D-glucoside, ornithine, raffinose, serine, succinate, sucrose, Tween 20, Tween 40, Tween 80
614070	arabinose, lactate, malate, N-acetylgulcosamine, ornithine
260365	galactose, lactate, malate, maltose, succinate
310683	cellobiose, glucose, malate, maltose, ribose
1659315	cellobiose, glucose, malate, maltose, ribose
271099	acetate, alanine, alanine, aspartate, fructose, inosine, lactate, leucine, malate, methyl pyruvate, N-acetylgulcosamine, proline, serine, succinate, sucrose, threonine, thymidine, Tween 40, Tween 80, uridine, valerate
472183	glucose, malate, maltose, mannitol
271096	acetate, alanine, alanine, aspartate, inosine, lactate, leucine, malate, methyl pyruvate, N-acetylgulcosamine, proline, propionate, serine, succinate, thymidine, Tween 40, Tween 80, uridine, valerate
558541	acetate, alanine, alanine, aspartate, citrate, formic acid, glucose, glutamate, glycogen, inosine, lactose, leucine, malate, ornithine, proline, propionate, pyruvate, serine, succinate, threonine, thymidine, Tween 40, Tween 80, urea, uridine
560080	maltose, N-acetylgulcosamine
712036	acetate, caprate, galactose, glucose, malate, pyruvate
238836	gelatin
552357	acetate, ethanol, formic acid, lactate, pyruvate, sorbitol, succinate, valerate
552357	acetate, butanol, ethanol, formic acid, lactate, pyruvate, sorbitol, succinate, valerate
220752	ribose, trehalose, Tween 80
614069	arabinose, gelatin, lactate, malate, N-acetylgulcosamine, ornithine
365590	citrate, gluconic acid, glucose, lactate, malate, maltose, N-acetylgulcosamine
271098	arabinose, arabitol, cellobiose, fructose, fucose, galactose, lactose, maltose, mannitol, mannose, melibiose, raffinose, rhamnose, sorbitol, sucrose, trehalose, xylitol
418642	caprate, malate, N-acetylgulcosamine
212021	cellobiose, fructose, galactose, glucose, maltose, sorbitol
359303	citrate, galactose, glucose, lactate, malate, malonate, maltose, N-acetylgulcosamine, succinate
487319	alanine, alanine, arabinose, citrate, glucose, lactate, leucine, malonate, propionate, rhamnose, Tween 80
260364	lactate, malate, maltose, succinate
365591	gluconic acid, malate, N-acetylgulcosamine
244407	2-aminethanol, 2,3-butanediol, alanine, alanine, alpha-ketovaleric acid, arabinose, aspartate, carnitine, cellobiose, glucose, glutamate, glycerol, maltose, ornithine, proline, putrescine, serine, succinate, threonine, Tween 20, Tween 40, Tween 80, urocanic acid
404011	acetate, alanine, alanine, alpha-cyclodextrin, asparagine, dextrin, glucose, glutamate, inosine, lactate, leucine, maltose, N-acetylgulcosamine, propionate, serine, threonine, thymidine, Tween 40, Tween 80, uridine
314092	fructose, galactose, glucose, Tween 20, Tween 40, Tween 60, Tween 80
254793	arabinose, citrate, glutamate, lactate, maltose, mannose, pyruvate, sorbitol, succinate
225848	alanine, alaninamide, alanine, alpha-ketovaleric acid, carnitine, glutamate, histidine, hyrdoxyproline, leucine, maltose, myo-inositol, N-acetylgulcosamine, serine, sucrose, threonine, thymidine, trehalose, Tween 40, Tween 80
271097	acetate, alanine, alanine, aspartate, glutamate, inosine, lactate, methyl pyruvate, N-acetylgulcosamine, ornithine, proline, propionate, pyruvate, serine, succinate, thymidine, Tween 20, Tween 40, Tween 80, urea, valerate
212020	fructose, glucose, glycerol, mannose, sucrose
518738	cellobiose, galactose, glucose, malate, maltose, mannitol, melibiose, sucrose
332186	arabinose, dextrin, glucose, glycogen, lactate, malate, maltose, Tween 80
332186	acetate, alanine, alanine, alpha-cyclodextrin, alpha-ketovaleric acid, arabinose, dextrin, formic acid, glucose, glycogen, inosine, lactate, leucine, maltose, N-acetylgulcosamine, propionate, serine, succinate, sucrose, threonine, thymidine, Tween 40, Tween 80, uridine
1294299	acetate, arabinose, aspartate, fructose, glutamate, lactate, lactose, maltose, melibiose, N-acetylgulcosamine, ornithine, phenethylamine, phenylalanine, pyruvic acid methyl ester, serine, succinate, thymidine, trehalose
1280847	acetate, alanine, alaninamide, alanine, asparagine, citrate, glucose, glutamate, lactate, melibiose, ornithine, proline, propionate, pyruvic acid methyl ester, serine, succinate, thymidine
647720	acetate, adonitol, alanine, alanine, arabinose, aspartate, citrate, dextrin, formic acid, fructose, fucose, galactose, galacturonic acid, gluconic acid, glucose, glutamate, inosine, lactate, lactose, malonate, maltose, mannose, melibiose, N-acetylgulcosamine, proline, propionate, serine, succinate, threonine, Tween 20, Tween 60, uridine
321267	citrate, ethanol, glycine, glycogen, leucine, ornithine, pyruvate, raffinose, succinate
570012	glucose, rhamnose, trehalose
544480	adipate, adonitol, arabinose, arabitol, cellobiose, citrate, fucose, galactose, glucose, glycerol, maltose, mannitol, mannose, N-acetylgulcosamine, rhamnose, ribose, sucrose, trehalose, xylitol, xylose
544480	arabinose, cellobiose, galactose, gluconic acid, glucose, glycerol, maltose, mannitol, mannose, rhamnose, ribose, sucrose, trehalose, xylitol, xylose
323621	4-hydroxbenzoate, alanine, alanine, arabinose, fucose, gluconic acid, malate, maltose, propionate, rhamnose, ribose, salicin, sucrose
323621	4-hydroxbenzoate, alanine, alanine, arabinose, fucose, gluconic acid, malate, maltose, N-acetylgulcosamine, propionate, rhamnose, ribose, salicin, sucrose
417745	citrate, gluconic acid, malate, xylose
415996	adonitol, arabinose, arabitol, cellobiose, fructose, fucose, galactose, glucose, glycerol, maltose, mannitol, mannose, rhamnose, ribose, sorbitol, sucrose, trehalose, xylitol, xylose
1056510	arabinose, cellobiose, fructose, glucose, mannose, proline, rhamnose, salicin, Tween 20, Tween 40, Tween 60, xylose
449663	lactate, rhamnose
449663	lactate, rhamnose
449662	asparagine, aspartate, lactose, thymidine
449662	asparagine, aspartate, thymidine
300266	arabinose, fucose, gluconic acid, maltose, mannitol, mannose, N-acetylgulcosamine, rhamnose, sucrose
447471	acetate, alanine, alanine, arginine, cellobiose, glucose, glutamate, maltose, sucrose
370980	2,3-butanediol, alpha-ketovaleric acid, fructose, lactate, lactose, mannitol, proline, pyruvic acid methyl ester, raffinose, Tween 40, Tween 80
254408	glucose, glutamate, methyl pyruvate, succinate, threonine
466153	cellobiose, fructose, galactose, glucose, lactose, maltose, mannose, melibiose, N-acetylgulcosamine, rhamnose, ribose, salicin, sucrose, trehalose, xylose
643672	arabinose, arginine, cellobiose, citrate, fructose, galactose, glucose, lactate, lactose, malate, maltose, mannitol, mannose, melibiose, pyruvate, raffinose, rhamnose, ribose, salicin, sorbitol, succinate, sucrose, xylose
415849	cellobiose, glucosamine, glucose, N-acetylgulcosamine, ribose, sucrose
342944	cellobiose, fructose, galactose, glucose, maltose, mannitol, mannose, sucrose, trehalose
1150368	fructose, glucose, glycerol, lactose, mannose, rhamnose, xylose
496857	2-ketogluconate, cellobiose, fructose, glucose, glycerol, maltose, mannitol, mannose, ribose, sorbitol, sucrose, Tween 80
991009	fructose, mannitol, mannose, N-acetylgulcosamine, salicin, sucrose, Tween 80
504805	5-ketogluconate, adonitol, arabinose, galactose, glucose, N-acetylgulcosamine, ribose, trehalose
563176	cellobiose, fructose, fucose, galactose, glucose, lactose, maltose, mannose, melibiose, N-acetylgulcosamine, raffinose, rhamnose, sucrose, trehalose
393310	arabinose, galactose, glucose, melibiose, ribose, suberic acid, Tween 80, xylose
913326	3-hydroxybutyrate, alanine, glucose, lactate, malate, proline, rhamnose, ribose, salicin
518767	arabinose, cellobiose, fucose, galactose, glucose, lactate, lactose, mannitol, mannose, melibiose, proline, propionate, rhamnose, ribose, urea, xylose
498718	arginine
359359	fructose, glucose, sucrose
349750	Tween 20, Tween 40, Tween 60, Tween 80
1196083	citrate, malate
413479	3-hydroxybutyrate, acetate, adipate, arabinose, fucose, gluconic acid, glucose, histidine, proline, propionate, serine, sorbitol, urea, valerate
363832	adipate, arabinose, fucose, gluconic acid, glucose, maltose, melibiose, myo-inositol, N-acetylgulcosamine, proline, rhamnose, ribose, salicin, sucrose
543615	gelatin, glucose, maltose, mannose, N-acetylgulcosamine, salicin
543615	gelatin, glucose, maltose, mannose, N-acetylgulcosamine, salicin
619805	arabinose, arabitol, fucose, lactose, sorbitol
1280376	citrate, glucose, mannitol, mannose, N-acetylgulcosamine
509200	arabinose, arginine, cellobiose, dextrin, fucose, galactose, glucose, histidine, lactose, maltose, mannitol, mannose, melibiose, phenylalanine, proline, raffinose, rhamnose, ribose, serine, sucrose, urea, xylose
509199	arabinose, arginine, dextrin, fructose, fucose, galactose, glucose, lactose, maltose, mannitol, mannose, melibiose, phenylalanine, proline, raffinose, rhamnose, ribose, serine, sucrose, urea, xylose
1131703	fructose, galactose, glucose, lactose, maltose, raffinose, sucrose, xylose
1131707	fructose, galactose, glucose, mannose, raffinose, sucrose, xylose
797292	cellobiose, fructose, glucose, glycogen, lactose, maltose, mannose, melibiose, N-acetylgulcosamine, raffinose, salicin, sucrose, trehalose
493780	arabinose, cellobiose, fructose, fucose, galactose, glucose, lactose, maltose, mannose, melibiose, methyl beta-D-glucoside, N-acetylgulcosamine, raffinose, sucrose
1204554	arabinose, glucose, maltose, mannose, melibiose, N-acetylgulcosamine, sucrose
1324946	glucose, maltose, mannose, melibiose, N-acetylgulcosamine, sucrose
634159	acetate, alanine, alaninamide, alanine, alpha-cyclodextrin, alpha-ketovaleric acid, arabinose, asparagine, aspartate, cellobiose, dextrin, fructose, fucose, galactose, galacturonic acid, glucuronamide, glucose, glutamate, glycerol, glycogen, lactate, lactose, leucine, maltose, mannose, melibiose, methyl beta-D-glucoside, N-acetylgulcosamine, proline, propionate, pyruvic acid methyl ester, raffinose, rhamnose, serine, succinate, sucrose, threonine, trehalose, Tween 40, Tween 80, uridine
363260	arabinose, cellobiose, fructose, fucose, galactose, glucose, lactose, maltose, mannose, melibiose, N-acetylgulcosamine, raffinose, salicin, sucrose, trehalose, Tween 20, Tween 80, xylose
415956	arabinose, cellobiose, fructose, fucose, galactose, glucose, lactose, maltose, mannose, melibiose, N-acetylgulcosamine, raffinose, salicin, sucrose, trehalose, Tween 20, Tween 80, xylose
1145106	arabinose, glucose, glycerol, maltose, mannose, melibiose, N-acetylgulcosamine, rhamnose
649196	glucose, histidine, maltose, melibiose, N-acetylgulcosamine, proline, rhamnose, ribose, salicin, trisodium citrate
470446	alanine, alanine, cellobiose, dextrin, fructose, galactose, glucose, glutamate, lactose, maltose, mannose, melibiose, N-acetylgulcosamine, proline, rhamnose, serine, sucrose, threonine, trehalose
714075	glucose, glycogen, maltose, melibiose, N-acetylgulcosamine, proline
797291	adonitol, arabinose, cellobiose, fructose, glucose, glycogen, lactose, maltose, mannose, melibiose, N-acetylgulcosamine, raffinose, salicin, sucrose, trehalose
1513896	acetate, cellobiose, dextrin, fructose, fucose, galactose, galacturonic acid, gluconic acid, glucuronamide, glucose, glutamate, glycerol, histidine, maltose, mannitol, mannose, melibiose, N-acetylgulcosamine, quinic acid, raffinose, rhamnose, salicin, serine, sorbitol, sucrose
561061	arabinose, cellobiose, fructose, galactose, lactose, mannose, ribose, sucrose, xylose
626343	arabitol, glucose, histidine, maltose, melibiose, N-acetylgulcosamine, rhamnose, salicin, sucrose
459529	adonitol, arabinose, arabitol, cellobiose, dextrin, fructose, galactose, gluconic acid, glucose, glycerol, lactose, maltose, mannitol, mannose, melibiose, N-acetylgulcosamine, raffinose, rhamnose, ribose, salicin, sorbitol, sucrose, trehalose, xylitol, xylose
768534	adonitol, cellobiose, fucose, galactose, glucose, glycerol, lactose, maltose, mannose, melibiose, N-acetylgulcosamine, raffinose, salicin, sucrose, trehalose
683125	fucose, glycogen, proline, trehalose, Tween 20, Tween 80
365341	aspartate, fructose, lactate, rhamnose
1332080	glucose, maltose, mannose
1082345	arabinose, cellobiose, fucose, glucose, salicin, trehalose, xylose
420233	arabinose, caprate, fructose, galactose, glucose, myo-inositol, proline, ribose, salicin, serine, trehalose, xylose
1132417	3-hydroxybenzoate, 3-hydroxybutyrate, 3-hydroxybenzoate, 4-hydroxbenzoate, arabinose, glucose, maltose, proline, rhamnose, Tween 80
1090573	fructose, glucose, maltose, rhamnose, sucrose, Tween 20
570446	arabinose, caprate, glucose, malate, mannitol, mannose
570446	arabinose, glucose, malate, mannose
944425	alanine, alanine, alpha-ketovaleric acid, dextrin, glutamate, glycine, glycogen, lactate, proline, pyruvic acid methyl ester, succinate, Tween 40, Tween 80
870476	glucose, mannitol, rhamnose
522773	arabinose, cellobiose, galactose, glucose, lactose, maltose, trehalose, xylose
1007511	arabinose, fucose, galactose, glucose, lactose, maltose, melibiose, raffinose, rhamnose, sucrose, xylose
440518	arabinose, galactose, glucose, lactose, maltose, mannose, rhamnose, trehalose, xylose
463825	acetate, alanine, alanine, arabinose, aspartate, citrate, dextrin, fructose, gluconic acid, glucose, lactate, maltose, pyruvic acid methyl ester
538379	cellobiose, fructose, galactose, glucose, raffinose, sorbitol, sucrose, trehalose, xylose
538379	cellobiose, fructose, galactose, glucose, raffinose, sorbitol, sucrose, trehalose, xylose
432308	arabinose, aspartate, cellobiose, citrate, dextrin, fructose, fucose, galactose, gluconic acid, glucose, glutamate, lactate, maltose, mannose, melibiose, proline, propionate, pyruvate, rhamnose, succinate
1404341	arabinose, gluconic acid, malate, N-acetylgulcosamine
1404341	arabinose, gluconic acid, glucosamine, malate
1129547	arabinose, glucose, malate
420994	arabinose, glucose, sorbitol, xylose
529005	arabinose, galactose, glucose, lactose, leucine, rhamnose
563163	glucose, sucrose
1227949	2,3-butanediol, adonitol, alanine, alaninamide, alanine, alpha-cyclodextrin, arabitol, aspartate, citrate, fructose, fucose, galactose, galacturonic acid, gluconic acid, glucuronamide, glucose, glutamate, glycine, histidine, lactate, lactose, leucine, malonate, maltose, mannitol, methyl beta-D-glucoside, N-acetylgulcosamine, ornithine, phenylalanine, proline, raffinose, rhamnose, serine, sorbitol, succinate, threonine, thymidine, trehalose, xylitol
1229164	acetate, adonitol, alanine, alaninamide, alanine, alpha-cyclodextrin, arabitol, asparagine, aspartate, carnitine, citrate, fucose, galactose, galacturonic acid, gluconic acid, glucuronamide, glucosamine, glucose, glutamate, glycogen, histidine, lactate, lactose, malonate, maltose, mannitol, melibiose, methyl beta-D-glucoside, N-acetylgulcosamine, ornithine, phenylalanine, proline, quinic acid, raffinose, rhamnose, serine, sorbitol, succinate, sucrose, threonine, thymidine, trehalose, urocanic acid, xylitol
515949	3-hydroxybutyrate, pyruvate
1227950	2,3-butanediol, adonitol, alanine, alaninamide, alanine, alpha-cyclodextrin, arabitol, asparagine, carnitine, cellobiose, citrate, formic acid, fructose, fucose, galactose, galacturonic acid, gluconic acid, glucuronamide, glucosamine, glucose, glycogen, histidine, lactose, leucine, maltose, melibiose, methyl beta-D-glucoside, myo-inositol, N-acetylgulcosamine, ornithine, phenylalanine, proline, propionate, quinic acid, raffinose, rhamnose, serine, sorbitol, succinate, sucrose, threonine, trehalose, uridine, xylitol
237611	gluconic acid
453846	cellobiose, fructose, glucose, maltose, mannose
653931	arabinose, glucose, malate, maltose, mannose
330920	acetate, arabinose, aspartate, cellobiose, fructose, galactose, glucose, lactose, malate, maltose, raffinose, succinate, sucrose, trehalose, xylose
1219257	2,3-butanediol, alanine, alanine, aspartate, itaconate, maltose, raffinose, Tween 40
529705	adipate, gluconic acid, glucose, malate
529705	adipate, gluconic acid, glucose, malate
930197	2-ketogluconate, 5-ketogluconate, arabinose, cellobiose, fructose, galactose, glucose, lactose, maltose, mannose, melibiose, rhamnose, salicin, sucrose, trehalose
429134	acetate, alanine, alanine, arabinose, cellobiose, fructose, galactose, gelatin, glucose, glycerol, maltose, mannose, melibiose, proline, pyruvate, raffinose, rhamnose, ribose, sucrose, xylose
869719	arabinose, cellobiose, galactose, glucose, lactose, maltose, mannose, raffinose, rhamnose, sucrose
114404	3-hydroxybutyrate, acetate
861534	galactose, glucose, sucrose, trehalose
363835	2-ketogluconate, 5-ketogluconate, glucose, glycogen, histidine, maltose, proline, serine
1706000	2-ketogluconate, 5-ketogluconate, glucose, glycogen, histidine, maltose, proline, serine
658225	gluconic acid, glucose, malonate, maltose
653954	3-hydroxybutyrate, acetate, alanine, alanine, arabinose, aspartate, cellobiose, galactose, glucosamine, glucose, histidine, lactate, leucine, maltose, melibiose, N-acetylgulcosamine, proline, propionate, pyruvate, tryptophan, xylose
563996	5-ketogluconate, adipate, arabinose, citrate, fructose, fucose, galactose, gluconic acid, lactose, malate, maltose, mannose, melibiose, methyl beta-D-glucoside, N-acetylgulcosamine, raffinose, rhamnose, salicin, sucrose, Tween 20, Tween 40, Tween 60, xylose
439228	arabinose, histidine, mannose, melibiose, ornithine, proline, serine, tryptophan
439228	histidine, melibiose, ornithine, proline, serine, tryptophan, xylose
941907	arabinose, fructose, galactose, mannitol, raffinose, sorbitol, sucrose, trehalose
424800	arabinose, cellobiose, citrate, fructose, galactose, glucose, glycerol, malate, maltose, mannose, melibiose, N-acetylgulcosamine, raffinose, rhamnose, salicin, sucrose, trehalose, xylose
511662	malate, Tween 80
392409	glucose, maltose, Tween 80
298708	4-hydroxbenzoate, adipate, gluconic acid, glucose, maltose, mannitol, mannose, N-acetylgulcosamine, rhamnose
1069987	4-hydroxbenzoate, gluconic acid, malate, N-acetylgulcosamine
861865	arginine, galactose, glucose, mannose, serine
418184	arabinose, gluconic acid, glucose, lactose, malonate, maltose, mannose, N-acetylgulcosamine
370959	acetate, alanine, alanine, arabinose, cellobiose, fructose, galactose, glucose, glycerol, melibiose, pyruvate, ribose, sucrose, xylose
301154	acetate, arabinose, cellobiose, galactose, gluconic acid, glucose, lactate, lactose, maltose, mannose, pyruvate, raffinose, xylose
237612	citrate, maltose, mannose, pyruvate, trehalose
257003	adipate, arabinose, cellobiose, fructose, fucose, galactose, lactose, malate, melibiose, N-acetylgulcosamine, raffinose, sucrose, trehalose, xylose
433606	acetate, alaninamide, alanine, alpha-ketovaleric acid, arabinose, asparagine, aspartate, cellobiose, dextrin, formic acid, fructose, galactose, glucose, glutamate, glycerol, histidine, hyrdoxyproline, lactose, leucine, maltose, mannose, methyl pyruvate, methyl beta-D-glucoside, phenylalanine, proline, serine, sucrose, threonine, trehalose, Tween 40, Tween 80
413712	3-hydroxybutyrate, alanine, alanine, arabinose, cellobiose, citrate, fructose, galactose, glucose, leucine, malate, maltose, mannose, proline, pyruvate, sucrose, trehalose, xylose
634430	arabinose, galactose, glucose, maltose
397260	arabinose, cellobiose, dextrin, galactose, gelatin, glucose, mannose, melibiose, pyruvic acid methyl ester, raffinose, sucrose, trehalose, urocanic acid
386874	arabinose, sucrose
266127	acetate, arabinose, sucrose
1007516	adonitol, arabinose, cellobiose, fructose, fucose, galactose, glucose, glycerol, maltose, mannitol, mannose, N-acetylgulcosamine, rhamnose, sorbitol, xylose
172044	arabinose, cellobiose, fructose, galactose, gluconic acid, glucose, glycerol, lactose, maltose, mannose, melibiose, N-acetylgulcosamine, raffinose, sucrose, trehalose, Tween 80
310400	dextrin, fructose, galactose, glucose, lactose, malonate, mannose, N-acetylgulcosamine, ribose, xylose
279369	arabinose, cellobiose, galactose, glucose, pyruvate, sucrose, Tween 20, Tween 40, Tween 60, Tween 80
651663	glucose, malate, maltose
363839	3-hydroxybutyrate, adipate, alanine, alanine, asparagine, cellobiose, fucose, galactose, glucose, glutamate, histidine, lactate, leucine, malate, maltose, proline, propionate, rhamnose, succinate, tryptophan, valerate
436663	arabinose, fructose, lactose, xylose
1129133	arabinose, glucose, malate, maltose, mannose, N-acetylgulcosamine
394733	citrate, malate
394732	adipate, arabinose, citrate, glucose, malate
462372	glucose, malate, maltose, N-acetylgulcosamine, rhamnose, sucrose
592051	adonitol, alanine, alanine, aspartate, dextrin, glutamate, histidine, lactate, leucine, ornithine, propionate, pyruvic acid methyl ester, serine, succinate
592051	adonitol, alanine, alanine, aspartate, dextrin, histidine, itaconate, lactate, leucine, N-acetylgulcosamine, ornithine, propionate, pyruvic acid methyl ester, quinic acid, serine, succinate
429001	arabinose, cellobiose, fructose, galactose, glucose, lactose, maltose, mannose, ribose, sorbitol, trehalose, xylose
429001	arabinose, fructose, lactose, ribose, sorbitol, xylose
1078469	glucose
333708	alpha-ketovaleric acid, methyl pyruvate, ornithine
614671	alanine, gluconic acid, malate, maltose
614671	alanine, alaninamide, alanine, malate, maltose
687207	2,3-butanediol, alanine, alaninamide, alanine, arabitol, asparagine, cellobiose, dextrin, fructose, galactose, gluconic acid, glucose, glutamate, glycerol, glycogen, inosine, maltose, mannose, methyl beta-D-glucoside, N-acetylgulcosamine, ribose, serine, Tween 20, Tween 40, Tween 60, Tween 80, xylitol, xylose
504483	mannose, sucrose, xylose
324679	acetate, alanine, alanine, arabinose, arginine, aspartate, citrate, ethanol, fructose, glucose, histidine, maltose, mannitol, propionate, ribose, sucrose, threonine, trehalose, tryptophan
252967	asparagine, cellobiose, glucose, glycogen, maltose, sucrose, trehalose
252967	acetate, asparagine, cellobiose, ethanol, formic acid, glucose, glycogen, maltose, sucrose, trehalose
252967	asparagine, cellobiose, glucose, glycogen, maltose, sucrose, trehalose
1187066	citrate, fructose, gelatin, glucose, lactate, sucrose, xylose
334122	arginine, glucose
313382	arginine, glucose
662367	cellobiose, dextrin, fructose, glucose, histidine, lactose, maltose, mannitol, mannose, melibiose, N-acetylgulcosamine, raffinose, sucrose, trehalose
496058	arabinose, cellobiose, glucose, maltose, mannose, melibiose, salicin, sorbitol, sucrose, trehalose
564064	glucose
354246	arabinose
454602	pyruvate
570519	glucose, malate, mannitol, mannose, N-acetylgulcosamine
1123225	arabinose
286803	arabinose, fructose, galactose, rhamnose, ribose, xylose
492735	fructose, galactose, glucose, maltose, mannitol, mannose, sucrose, trehalose
492735	fructose, galactose, glucose, maltose, mannitol, mannose, N-acetylgulcosamine, sucrose, trehalose
444463	fructose, glucose, mannitol, mannose, N-acetylgulcosamine, sorbitol
608505	citrate, malate
516123	fructose, glucose, mannitol, pyruvate
516123	fructose, glucose, mannitol, pyruvate
516123	fructose, glucose, mannitol, pyruvate
417367	glucose
633403	malate, pyruvate
334735	citrate, propionate
406432	adonitol, arabinose, cellobiose, citrate, dextrin, fructose, galactose, gelatin, glucose, lactose, mannitol, mannose, melibiose, propionate, raffinose, rhamnose, ribose, sorbitol, sucrose, Tween 20, Tween 60, Tween 80, urea, xylose
283811	acetate, arabinose, cellobiose, dextrin, fructose, gelatin, lactose, malate, maltose, mannose, melibiose, raffinose, rhamnose, salicin, sorbitol, sucrose, trehalose, xylose
517720	acetate, galactose, gluconic acid, glucose, glycerol, lactose, malate, malonate, maltose, mannitol, proline, sorbitol, sucrose, trehalose, xylose
463200	alanine, alaninamide, alanine, arabinose, cellobiose, dextrin, fructose, galactose, glucuronamide, glucose, glutamate, lactate, maltose, mannose, methyl beta-D-glucoside, proline, pyruvic acid methyl ester, serine, succinate, trehalose, Tween 80
985762	fructose, galactose, glucose, lactose, mannose, melibiose, ribose, sucrose, trehalose
586733	fructose, galactose, glycerol, lactose, maltose, mannitol, ribose, sucrose, trehalose
1077965	fructose, glucose, maltose, sucrose, trehalose
555791	glutamate, ribose, serine
555791	alanine, alanine, alpha-ketovaleric acid, arabinose, glucose, glutamate, glycerol, inosine, lactate, pyruvate, pyruvic acid methyl ester, ribose, serine
569857	fructose, glucose, lactose, N-acetylgulcosamine, sucrose, trehalose, xylose
569857	trehalose
170573	fructose, sucrose
283734	fructose, galactose, glucose, glycerol, lactose, maltose, mannitol, mannose, N-acetylgulcosamine, ribose, sucrose, trehalose, urea
522262	fructose, glucose, sucrose
308354	arabinose, fructose, galactose, glucose, lactose, maltose, mannitol, sucrose, trehalose
538381	adipate, glucose, glutamate, mannitol, succinate
538381	alanine, alaninamide, alanine, arabitol, asparagine, citrate, fructose, galacturonic acid, gluconic acid, glucose, glutamate, glycerol, glycogen, histidine, itaconate, lactate, leucine, malonate, mannitol, myo-inositol, ornithine, phenylalanine, proline, quinic acid, serine, sorbitol, succinate, threonine, thymidine, urocanic acid
281252	glucose
992267	3-hydroxybutyrate, acetate, arabinose, citrate, galactose, glucose, lactate, malate, N-acetylgulcosamine, propionate, pyruvate, ribose
331648	arabinose, galactose, glucose, glycerol, mannitol, melibiose, sorbitol, sucrose
